column,inferred_dtype
6162-1.2,Int64
6162-1.3,Int64
6162-2.0,Int64
6162-2.1,Int64
6162-2.2,Int64
6162-2.3,Int64
6164-0.0,Int64
6164-0.1,Int64
6164-0.2,Int64
6164-0.3,Int64
6164-0.4,Int64
6164-1.0,Int64
6164-1.1,Int64
6164-1.2,Int64
6164-1.3,Int64
6164-1.4,Int64
6164-2.0,Int64
6164-2.1,Int64
6164-2.2,Int64
6164-2.3,Int64
6164-2.4,Int64
6177-0.0,Int64
6177-0.1,Int64
6177-0.2,Int64
6177-1.0,Int64
6177-1.1,Int64
6177-1.2,Int64
6177-2.0,Int64
6177-2.1,Int64
6177-2.2,Int64
6179-0.0,Int64
6179-0.1,Int64
6179-0.2,Int64
6179-0.3,Int64
6179-0.4,Int64
6179-0.5,Int64
6179-1.0,Int64
6179-1.1,Int64
6179-1.2,Int64
6179-1.3,Int64
6179-1.4,Int64
6179-1.5,Int64
6179-2.0,Int64
6179-2.1,Int64
6179-2.2,Int64
6179-2.3,Int64
6179-2.4,Int64
6179-2.5,Int64
6183-0.0,Int64
6183-1.0,Int64
6183-2.0,Int64
6194-0.0,Int64
6194-1.0,Int64
6194-2.0,Int64
6205-0.0,Int64
6205-1.0,Int64
6205-2.0,Int64
6218-0.0,Int64
6218-1.0,Int64
6218-2.0,Int64
6219-0.0,Int64
6219-1.0,Int64
6219-2.0,Int64
6220-0.0,Int64
6220-1.0,Int64
6220-2.0,Int64
6221-0.0,Int64
6221-1.0,Int64
6221-2.0,Int64
6222-0.0,Int64
6222-1.0,Int64
6222-2.0,Int64
6312-2.0,Int64
6312-2.1,Int64
6312-2.2,Int64
6312-2.3,Int64
6312-2.4,Int64
6312-2.5,Int64
6312-2.6,Int64
6312-2.7,Int64
6312-2.8,Int64
6312-2.9,Int64
6312-2.10,Int64
6312-2.11,Int64
6312-2.12,Int64
6312-2.13,Int64
6312-2.14,Int64
6312-2.15,Int64
6312-2.16,Int64
6312-2.17,Int64
6332-2.0,Int64
6332-2.1,Int64
6332-2.2,Int64
6332-2.3,Int64
6332-2.4,Int64
6332-2.5,Int64
6332-2.6,Int64
6332-2.7,Int64
6332-2.8,Int64
6332-2.9,Int64
6332-2.10,Int64
6332-2.11,Int64
6332-2.12,Int64
6332-2.13,Int64
6332-2.14,Int64
6333-2.0,Int64
6333-2.1,Int64
6333-2.2,Int64
6333-2.3,Int64
6333-2.4,Int64
6333-2.5,Int64
6333-2.6,Int64
6333-2.7,Int64
6333-2.8,Int64
6333-2.9,Int64
6333-2.10,Int64
6333-2.11,Int64
6333-2.12,Int64
6333-2.13,Int64
6333-2.14,Int64
6334-2.1,string
6334-2.2,string
6334-2.3,string
6348-2.0,Int64
6349-2.0,Int64
6350-2.0,Int64
6351-2.0,Int64
6362-2.0,Int64
6373-2.0,Int64
6374-2.0,Int64
6382-2.0,Int64
6383-2.0,Int64
6770-2.0,Int64
6770-2.1,Int64
6770-2.2,Int64
6770-2.3,Int64
6770-2.4,Int64
6770-2.5,Int64
6770-2.6,Int64
6770-2.7,Int64
6770-2.8,Int64
6770-2.9,Int64
6770-2.10,Int64
6770-2.11,Int64
6770-2.12,Int64
6770-2.13,Int64
6770-2.14,Int64
6770-2.15,Int64
6770-2.16,Int64
6770-2.17,Int64
6770-2.18,Int64
6770-2.19,Int64
6770-2.20,Int64
6770-2.21,Int64
6770-2.22,Int64
6770-2.23,Int64
6771-2.0,Int64
6771-2.1,Int64
6771-2.2,Int64
6771-2.3,Int64
6771-2.4,Int64
6771-2.5,Int64
6771-2.6,Int64
6771-2.7,Int64
6771-2.8,Int64
6771-2.9,Int64
6771-2.10,Int64
6771-2.11,Int64
6771-2.12,Int64
6771-2.13,Int64
6771-2.14,Int64
6771-2.15,Int64
6771-2.16,Int64
6771-2.17,Int64
6771-2.18,Int64
6771-2.19,Int64
6771-2.20,Int64
6771-2.21,Int64
6771-2.22,Int64
6771-2.23,Int64
6772-2.0,Int64
6772-2.1,Int64
6772-2.2,Int64
6772-2.3,Int64
6772-2.4,Int64
6772-2.5,Int64
6772-2.6,Int64
6772-2.7,Int64
6772-2.8,Int64
6772-2.9,Int64
6772-2.10,Int64
6772-2.11,Int64
6772-2.12,Int64
6772-2.13,Int64
6772-2.14,Int64
6772-2.15,Int64
6772-2.16,Int64
6772-2.17,Int64
6772-2.18,Int64
6772-2.19,Int64
6772-2.20,Int64
6772-2.21,Int64
6772-2.22,Int64
6772-2.23,Int64
6772-2.24,Int64
6773-2.0,Int64
6773-2.1,Int64
6773-2.2,Int64
6773-2.3,Int64
6773-2.4,Int64
6773-2.5,Int64
6773-2.6,Int64
6773-2.7,Int64
6773-2.8,Int64
6773-2.9,Int64
6773-2.10,Int64
6773-2.11,Int64
6773-2.12,Int64
6773-2.13,Int64
6773-2.14,Int64
6773-2.15,Int64
6773-2.16,Int64
6773-2.17,Int64
6773-2.18,Int64
6773-2.19,Int64
6773-2.20,Int64
6773-2.21,Int64
6773-2.22,Int64
6773-2.23,Int64
6773-2.24,Int64
10004-0.0,Int64
10004-0.1,Int64
10004-0.2,Int64
10004-0.3,Int64
10004-0.4,Int64
10005-0.0,Int64
10005-0.1,Int64
10005-0.2,Int64
10006-0.0,Int64
10006-0.1,Int64
10006-0.2,Int64
10006-0.3,Int64
10007-0.0,Int64
10007-0.1,Int64
10007-0.2,Int64
10007-0.3,Int64
10007-0.4,Int64
10007-0.5,Int64
10016-0.0,Int64
10105-0.0,Int64
10114-0.0,Int64
10115-0.0,Int64
10132-0.0,Int64
10133-0.1,Int64
10133-0.2,Int64
10133-0.3,Int64
10134-0.1,Int64
10134-0.2,Int64
10134-0.3,Int64
10136-0.1,Int64
10136-0.2,Int64
10136-0.3,Int64
10137-0.1,Int64
10137-0.2,Int64
10137-0.3,Int64
10138-0.1,Int64
10138-0.2,Int64
10138-0.3,Int64
10139-0.0,Int64
10139-0.1,Int64
10139-0.2,Int64
10139-0.3,Int64
10139-0.4,Int64
10139-0.5,Int64
10139-0.6,Int64
10139-0.7,Int64
10139-0.8,Int64
10139-0.9,Int64
10139-0.10,Int64
10139-0.11,Int64
10139-0.12,Int64
10139-0.13,Int64
10139-0.14,Int64
10139-0.15,Int64
10139-0.16,Int64
10139-0.17,Int64
10139-0.18,Int64
10139-0.19,Int64
10140-0.0,Int64
10140-0.1,Int64
10140-0.2,Int64
10140-0.3,Int64
10140-0.4,Int64
10140-0.5,Int64
10140-0.6,Int64
10140-0.7,Int64
10140-0.8,Int64
10140-0.9,Int64
10140-0.10,Int64
10140-0.11,Int64
10140-0.12,Int64
10140-0.13,Int64
10140-0.14,Int64
10140-0.15,Int64
10140-0.16,Int64
10140-0.17,Int64
10140-0.18,Int64
10140-0.19,Int64
10141-0.0,Int64
10141-0.1,Int64
10141-0.2,Int64
10141-0.3,Int64
10141-0.4,Int64
10141-0.5,Int64
10141-0.6,Int64
10141-0.7,Int64
10141-0.8,Int64
10141-0.9,Int64
10141-0.10,Int64
10141-0.11,Int64
10141-0.12,Int64
10141-0.13,Int64
10141-0.14,Int64
10141-0.15,Int64
10141-0.16,Int64
10141-0.17,Int64
10141-0.18,Int64
10141-0.19,Int64
10142-0.1,Int64
10142-0.2,Int64
10142-0.3,Int64
10143-0.1,Int64
10143-0.2,Int64
10143-0.3,Int64
10144-0.1,Int64
10144-0.2,Int64
10144-0.3,Int64
10145-0.1,Int64
10145-0.2,Int64
10145-0.3,Int64
10146-0.1,Int64
10146-0.2,Int64
10146-0.3,Int64
10147-0.0,Int64
10147-0.1,Int64
10147-0.2,Int64
10147-0.3,Int64
10147-0.4,Int64
10147-0.5,Int64
10147-0.6,Int64
10147-0.7,Int64
10147-0.8,Int64
10147-0.9,Int64
10147-0.10,Int64
10147-0.11,Int64
10147-0.12,Int64
10147-0.13,Int64
10147-0.14,Int64
10147-0.15,Int64
10147-0.16,Int64
10147-0.17,Int64
10147-0.18,Int64
10147-0.19,Int64
10609-0.0,Int64
10609-0.1,Int64
10609-0.2,Int64
10609-0.3,Int64
10609-0.4,Int64
10609-0.5,Int64
10609-0.6,Int64
10609-0.7,Int64
10609-0.8,Int64
10609-0.9,Int64
10609-0.10,Int64
10609-0.11,Int64
10609-0.12,Int64
10609-0.13,Int64
10609-0.14,Int64
10609-0.15,Int64
10609-0.16,Int64
10609-0.17,Int64
10609-0.18,Int64
10609-0.19,Int64
10609-0.20,Int64
10609-0.21,Int64
10609-0.22,Int64
10609-0.23,Int64
10609-0.24,Int64
10609-0.25,Int64
10609-0.26,Int64
10609-0.27,Int64
10609-0.28,Int64
10609-0.29,Int64
10609-0.30,Int64
10609-0.31,Int64
10609-0.32,Int64
10609-0.33,Int64
10609-0.34,Int64
10609-0.35,Int64
10609-0.36,Int64
10609-0.37,Int64
10609-0.38,Int64
10609-0.39,Int64
10609-0.40,Int64
10609-0.41,Int64
10609-0.42,Int64
10609-0.43,Int64
10609-0.44,Int64
10609-0.45,Int64
10609-0.46,Int64
10609-0.47,Int64
10609-0.48,Int64
10609-0.49,Int64
10609-0.50,Int64
10610-0.0,Int64
10612-0.0,Int64
10691-0.1,Int64
10691-0.2,Int64
10691-0.3,Int64
10691-0.4,Int64
10693-0.1,Int64
10693-0.2,Int64
10693-0.3,Int64
10693-0.4,Int64
10694-0.1,Float64
10694-0.2,Float64
10694-0.3,Float64
10694-0.4,Float64
10695-0.1,Float64
10695-0.2,Float64
10695-0.3,Float64
10695-0.4,Float64
10696-0.1,Int64
10696-0.2,Int64
10696-0.3,Int64
10696-0.4,Int64
10697-0.1,string
10697-0.2,string
10697-0.3,string
10697-0.4,string
10711-0.0,Int64
10714-0.0,Int64
10717-0.0,Int64
10721-0.0,Int64
10721-0.1,Int64
10721-0.2,Int64
10721-0.3,Int64
10721-0.4,Int64
10722-0.0,Int64
10722-0.1,Int64
10722-0.2,Int64
10722-0.3,Int64
10722-0.4,Int64
10723-0.0,Int64
10723-0.1,Int64
10723-0.2,Int64
10723-0.3,Int64
10723-0.4,Int64
10723-0.5,Int64
10740-0.0,Int64
10749-0.0,Int64
10767-0.0,Int64
10776-0.0,Int64
10793-0.0,Int64
10818-0.0,Int64
10827-0.0,Int64
10844-0.0,Int64
10853-0.0,Int64
10854-0.0,Int64
10854-0.1,Int64
10854-0.2,Int64
10854-0.3,Int64
10854-0.4,Int64
10854-0.5,Int64
10855-0.0,Int64
10855-0.1,Int64
10855-0.2,Int64
10855-0.3,Int64
10860-0.0,Int64
10860-0.1,Int64
10860-0.2,Int64
10877-0.0,Int64
10886-0.0,Int64
10895-0.0,Int64
10912-0.0,Int64
10953-0.0,Int64
10962-0.0,Int64
10971-0.0,Int64
12143-2.0,Int64
12144-2.0,Int64
12323-2.0,Int64
12336-2.0,Int64
12338-2.0,Int64
12340-2.0,Int64
12352-2.0,string
12653-2.0,string
12653-2.1,string
12653-2.2,string
12653-2.3,string
12653-2.4,string
12653-2.5,string
12653-2.6,string
12653-2.7,string
12653-2.8,string
12653-2.9,string
12653-2.10,string
12653-2.11,string
12653-2.12,string
12653-2.13,string
12653-2.14,string
12654-2.0,Int64
12657-2.0,Int64
12658-2.0,Int64
12671-2.0,string
12671-2.1,string
12671-2.2,string
12671-2.3,string
12673-2.0,Int64
12673-2.1,Int64
12673-2.2,Int64
12673-2.3,Int64
12674-2.0,Int64
12674-2.1,Int64
12674-2.2,Int64
12674-2.3,Int64
12675-2.0,Int64
12675-2.1,Int64
12675-2.2,Int64
12675-2.3,Int64
12676-2.0,Int64
12676-2.1,Int64
12676-2.2,Int64
12676-2.3,Int64
12677-2.0,Int64
12677-2.1,Int64
12677-2.2,Int64
12677-2.3,Int64
12678-2.0,Int64
12678-2.1,Int64
12678-2.2,Int64
12678-2.3,Int64
12679-2.0,Int64
12679-2.1,Int64
12679-2.2,Int64
12679-2.3,Int64
12680-2.0,Int64
12680-2.1,Int64
12680-2.2,Int64
12680-2.3,Int64
12681-2.0,Int64
12681-2.1,Int64
12681-2.2,Int64
12681-2.3,Int64
12682-2.0,Float64
12682-2.1,Float64
12682-2.2,Float64
12682-2.3,Int64
12683-2.0,Int64
12683-2.1,Int64
12683-2.2,Int64
12683-2.3,Int64
12684-2.0,Float64
12684-2.1,Float64
12684-2.2,Float64
12684-2.3,Int64
12685-2.0,Float64
12685-2.1,Float64
12685-2.2,Float64
12685-2.3,Int64
12686-2.0,Int64
12686-2.1,Int64
12686-2.2,Int64
12686-2.3,Int64
12687-2.0,Int64
12687-2.1,Int64
12687-2.2,Int64
12687-2.3,Int64
12695-2.0,string
12697-2.0,Int64
12698-2.0,Int64
12699-2.0,Int64
12700-2.0,Int64
12702-2.0,Float64
12702-2.1,Float64
12702-2.2,Float64
12702-2.3,Int64
20001-0.0,Int64
20001-0.1,Int64
20001-0.2,Int64
20001-0.3,Int64
20001-0.4,Int64
20001-0.5,Int64
20001-1.0,Int64
20001-1.1,Int64
20001-1.2,Int64
20001-1.3,Int64
20001-1.4,Int64
20001-1.5,Int64
20001-2.0,Int64
20001-2.1,Int64
20001-2.2,Int64
20001-2.3,Int64
20001-2.4,Int64
20001-2.5,Int64
20002-0.0,Int64
20002-0.1,Int64
20002-0.2,Int64
20002-0.3,Int64
20002-0.4,Int64
20002-0.5,Int64
20002-0.6,Int64
20002-0.7,Int64
20002-0.8,Int64
20002-0.9,Int64
20002-0.10,Int64
20002-0.11,Int64
20002-0.12,Int64
20002-0.13,Int64
20002-0.14,Int64
20002-0.15,Int64
20002-0.16,Int64
20002-0.17,Int64
20002-0.18,Int64
20002-0.19,Int64
20002-0.20,Int64
20002-0.21,Int64
20002-0.22,Int64
20002-0.23,Int64
20002-0.24,Int64
20002-0.25,Int64
20002-0.26,Int64
20002-0.27,Int64
20002-0.28,Int64
20002-0.29,Int64
20002-0.30,Int64
20002-0.31,Int64
20002-0.32,Int64
20002-0.33,Int64
20002-1.0,Int64
20002-1.1,Int64
20002-1.2,Int64
20002-1.3,Int64
20002-1.4,Int64
20002-1.5,Int64
20002-1.6,Int64
20002-1.7,Int64
20002-1.8,Int64
20002-1.9,Int64
20002-1.10,Int64
20002-1.11,Int64
20002-1.12,Int64
20002-1.13,Int64
20002-1.14,Int64
20002-1.15,Int64
20002-1.16,Int64
20002-1.17,Int64
20002-1.18,Int64
20002-1.19,Int64
20002-1.20,Int64
20002-1.21,Int64
20002-1.22,Int64
20002-1.23,Int64
20002-1.24,Int64
20002-1.25,Int64
20002-1.26,Int64
20002-1.27,Int64
20002-1.28,Int64
20002-1.29,Int64
20002-1.30,Int64
20002-1.31,Int64
20002-1.32,Int64
20002-1.33,Int64
20002-2.0,Int64
20002-2.1,Int64
20002-2.2,Int64
20002-2.3,Int64
20002-2.4,Int64
20002-2.5,Int64
20002-2.6,Int64
20002-2.7,Int64
20002-2.8,Int64
20002-2.9,Int64
20002-2.10,Int64
20002-2.11,Int64
20002-2.12,Int64
20002-2.13,Int64
20002-2.14,Int64
20002-2.15,Int64
20002-2.16,Int64
20002-2.17,Int64
20002-2.18,Int64
20002-2.19,Int64
20002-2.20,Int64
20002-2.21,Int64
20002-2.22,Int64
20002-2.23,Int64
20002-2.24,Int64
20002-2.25,Int64
20002-2.26,Int64
20002-2.27,Int64
20002-2.28,Int64
20002-2.29,Int64
20002-2.30,Int64
20002-2.31,Int64
20002-2.32,Int64
20002-2.33,Int64
20003-0.0,Int64
20003-0.1,Int64
20003-0.2,Int64
20003-0.3,Int64
20003-0.4,Int64
20003-0.5,Int64
20003-0.6,Int64
20003-0.7,Int64
20003-0.8,Int64
20003-0.9,Int64
20003-0.10,Int64
20003-0.11,Int64
20003-0.12,Int64
20003-0.13,Int64
20003-0.14,Int64
20003-0.15,Int64
20003-0.16,Int64
20003-0.17,Int64
20003-0.18,Int64
20003-0.19,Int64
20003-0.20,Int64
20003-0.21,Int64
20003-0.22,Int64
20003-0.23,Int64
20003-0.24,Int64
20003-0.25,Int64
20003-0.26,Int64
20003-0.27,Int64
20003-0.28,Int64
20003-0.29,Int64
20003-0.30,Int64
20003-0.31,Int64
20003-0.32,Int64
20003-0.33,Int64
20003-0.34,Int64
20003-0.35,Int64
20003-0.36,Int64
20003-0.37,Int64
20003-0.38,Int64
20003-0.39,Int64
20003-0.40,Int64
20003-0.41,Int64
20003-0.42,Int64
20003-0.43,Int64
20003-0.44,Int64
20003-0.45,Int64
20003-0.46,Int64
20003-0.47,Int64
20003-1.0,Int64
20003-1.1,Int64
20003-1.2,Int64
20003-1.3,Int64
20003-1.4,Int64
20003-1.5,Int64
20003-1.6,Int64
20003-1.7,Int64
20003-1.8,Int64
20003-1.9,Int64
20003-1.10,Int64
20003-1.11,Int64
20003-1.12,Int64
20003-1.13,Int64
20003-1.14,Int64
20003-1.15,Int64
20003-1.16,Int64
20003-1.17,Int64
20003-1.18,Int64
20003-1.19,Int64
20003-1.20,Int64
20003-1.21,Int64
20003-1.22,Int64
20003-1.23,Int64
20003-1.24,Int64
20003-1.25,Int64
20003-1.26,Int64
20003-1.27,Int64
20003-1.28,Int64
20003-1.29,Int64
20003-1.30,Int64
20003-1.31,Int64
20003-1.32,Int64
20003-1.33,Int64
20003-1.34,Int64
20003-1.35,Int64
20003-1.36,Int64
20003-1.37,Int64
20003-1.38,Int64
20003-1.39,Int64
20003-1.40,Int64
20003-1.41,Int64
20003-1.42,Int64
20003-1.43,Int64
20003-1.44,Int64
20003-1.45,Int64
20003-1.46,Int64
20003-1.47,Int64
20003-2.0,Int64
20003-2.1,Int64
20003-2.2,Int64
20003-2.3,Int64
20003-2.4,Int64
20003-2.5,Int64
20003-2.6,Int64
20003-2.7,Int64
20003-2.8,Int64
20003-2.9,Int64
20003-2.10,Int64
20003-2.11,Int64
20003-2.12,Int64
20003-2.13,Int64
20003-2.14,Int64
20003-2.15,Int64
20003-2.16,Int64
20003-2.17,Int64
20003-2.18,Int64
20003-2.19,Int64
20003-2.20,Int64
20003-2.21,Int64
20003-2.22,Int64
20003-2.23,Int64
20003-2.24,Int64
20003-2.25,Int64
20003-2.26,Int64
20003-2.27,Int64
20003-2.28,Int64
20003-2.29,Int64
20003-2.30,Int64
20003-2.31,Int64
20003-2.32,Int64
20003-2.33,Int64
20003-2.34,Int64
20003-2.35,Int64
20003-2.36,Int64
20003-2.37,Int64
20003-2.38,Int64
20003-2.39,Int64
20003-2.40,Int64
20003-2.41,Int64
20003-2.42,Int64
20003-2.43,Int64
20003-2.44,Int64
20003-2.45,Int64
20003-2.46,Int64
20003-2.47,Int64
20004-0.0,Int64
20004-0.1,Int64
20004-0.2,Int64
20004-0.3,Int64
20004-0.4,Int64
20004-0.5,Int64
20004-0.6,Int64
20004-0.7,Int64
20004-0.8,Int64
20004-0.9,Int64
20004-0.10,Int64
20004-0.11,Int64
20004-0.12,Int64
20004-0.13,Int64
20004-0.14,Int64
20004-0.15,Int64
20004-0.16,Int64
20004-0.17,Int64
20004-0.18,Int64
20004-0.19,Int64
20004-0.20,Int64
20004-0.21,Int64
20004-0.22,Int64
20004-0.23,Int64
20004-0.24,Int64
20004-0.25,Int64
20004-0.26,Int64
20004-0.27,Int64
20004-0.28,Int64
20004-0.29,Int64
20004-0.30,Int64
20004-0.31,Int64
20004-1.0,Int64
20004-1.1,Int64
20004-1.2,Int64
20004-1.3,Int64
20004-1.4,Int64
20004-1.5,Int64
20004-1.6,Int64
20004-1.7,Int64
20004-1.8,Int64
20004-1.9,Int64
20004-1.10,Int64
20004-1.11,Int64
20004-1.12,Int64
20004-1.13,Int64
20004-1.14,Int64
20004-1.15,Int64
20004-1.16,Int64
20004-1.17,Int64
20004-1.18,Int64
20004-1.19,Int64
20004-1.20,Int64
20004-1.21,Int64
20004-1.22,Int64
20004-1.23,Int64
20004-1.24,Int64
20004-1.25,Int64
20004-1.26,Int64
20004-1.27,Int64
20004-1.28,Int64
20004-1.29,Int64
20004-1.30,Int64
20004-1.31,Int64
20004-2.0,Int64
20004-2.1,Int64
20004-2.2,Int64
20004-2.3,Int64
20004-2.4,Int64
20004-2.5,Int64
20004-2.6,Int64
20004-2.7,Int64
20004-2.8,Int64
20004-2.9,Int64
20004-2.10,Int64
20004-2.11,Int64
20004-2.12,Int64
20004-2.13,Int64
20004-2.14,Int64
20004-2.15,Int64
20004-2.16,Int64
20004-2.17,Int64
20004-2.18,Int64
20004-2.19,Int64
20004-2.20,Int64
20004-2.21,Int64
20004-2.22,Int64
20004-2.23,Int64
20004-2.24,Int64
20004-2.25,Int64
20004-2.26,Int64
20004-2.27,Int64
20004-2.28,Int64
20004-2.29,Int64
20004-2.30,Int64
20004-2.31,Int64
20006-0.0,Float64
20006-0.1,Float64
20006-0.2,Float64
20006-0.3,Float64
20006-0.4,Int64
20006-0.5,Int64
20006-1.0,Float64
20006-1.1,Float64
20006-1.2,Float64
20006-1.3,Int64
20006-1.4,Int64
20006-1.5,Int64
20006-2.0,Float64
20006-2.1,Float64
20006-2.2,Float64
20006-2.3,Int64
20006-2.4,Int64
20006-2.5,Int64
20007-0.0,Float64
20007-0.1,Float64
20007-0.2,Float64
20007-0.3,Float64
20007-0.4,Int64
20007-0.5,Int64
20007-1.0,Float64
20007-1.1,Float64
20007-1.2,Float64
20007-1.3,Int64
20007-1.4,Int64
20007-1.5,Int64
20007-2.0,Float64
20007-2.1,Float64
20007-2.2,Float64
20007-2.3,Int64
20007-2.4,Int64
20007-2.5,Int64
20008-0.0,Float64
20008-0.1,Float64
20008-0.2,Float64
20008-0.3,Float64
20008-0.4,Float64
20008-0.5,Float64
20008-0.6,Float64
20008-0.7,Float64
20008-0.8,Float64
20008-0.9,Float64
20008-0.10,Float64
20008-0.11,Float64
20008-0.12,Float64
20008-0.13,Float64
20008-0.14,Float64
20008-0.15,Float64
20008-0.16,Float64
20008-0.17,Float64
20008-0.18,Int64
20008-0.19,Int64
20008-0.20,Int64
20008-0.21,Int64
20008-0.22,Int64
20008-0.23,Int64
20008-0.24,Int64
20008-0.25,Int64
20008-0.26,Int64
20008-0.27,Int64
20008-0.28,Int64
20008-0.29,Int64
20008-0.30,Int64
20008-0.31,Int64
20008-0.32,Int64
20008-0.33,Int64
20008-1.0,Float64
20008-1.1,Float64
20008-1.2,Float64
20008-1.3,Float64
20008-1.4,Float64
20008-1.5,Float64
20008-1.6,Float64
20008-1.7,Float64
20008-1.8,Float64
20008-1.9,Float64
20008-1.10,Int64
20008-1.11,Int64
20008-1.12,Int64
20008-1.13,Int64
20008-1.14,Int64
20008-1.15,Int64
20008-1.16,Int64
20008-1.17,Int64
20008-1.18,Int64
20008-1.19,Int64
20008-1.20,Int64
20008-1.21,Int64
20008-1.22,Int64
20008-1.23,Int64
20008-1.24,Int64
20008-1.25,Int64
20008-1.26,Int64
20008-1.27,Int64
20008-1.28,Int64
20008-1.29,Int64
20008-1.30,Int64
20008-1.31,Int64
20008-1.32,Int64
20008-1.33,Int64
20008-2.0,Float64
20008-2.1,Float64
20008-2.2,Float64
20008-2.3,Float64
20008-2.4,Float64
20008-2.5,Float64
20008-2.6,Float64
20008-2.7,Float64
20008-2.8,Float64
20008-2.9,Float64
20008-2.10,Float64
20008-2.11,Float64
20008-2.12,Float64
20008-2.13,Float64
20008-2.14,Float64
20008-2.15,Float64
20008-2.16,Float64
20008-2.17,Float64
20008-2.18,Float64
20008-2.19,Float64
20008-2.20,Float64
20008-2.21,Float64
20008-2.22,Float64
20008-2.23,Int64
20008-2.24,Int64
20008-2.25,Int64
20008-2.26,Int64
20008-2.27,Int64
20008-2.28,Int64
20008-2.29,Int64
20008-2.30,Int64
20008-2.31,Int64
20008-2.32,Int64
20008-2.33,Int64
20009-0.0,Float64
20009-0.1,Float64
20009-0.2,Float64
20009-0.3,Float64
20009-0.4,Float64
20009-0.5,Float64
20009-0.6,Float64
20009-0.7,Float64
20009-0.8,Float64
20009-0.9,Float64
20009-0.10,Float64
20009-0.11,Float64
20009-0.12,Float64
20009-0.13,Float64
20009-0.14,Float64
20009-0.15,Float64
20009-0.16,Float64
20009-0.17,Float64
20009-0.18,Int64
20009-0.19,Int64
20009-0.20,Int64
20009-0.21,Int64
20009-0.22,Int64
20009-0.23,Int64
20009-0.24,Int64
20009-0.25,Int64
20009-0.26,Int64
20009-0.27,Int64
20009-0.28,Int64
20009-0.29,Int64
20009-0.30,Int64
20009-0.31,Int64
20009-0.32,Int64
20009-0.33,Int64
20009-1.0,Float64
20009-1.1,Float64
20009-1.2,Float64
20009-1.3,Float64
20009-1.4,Float64
20009-1.5,Float64
20009-1.6,Float64
20009-1.7,Float64
20009-1.8,Float64
20009-1.9,Float64
20009-1.10,Int64
20009-1.11,Int64
20009-1.12,Int64
20009-1.13,Int64
20009-1.14,Int64
20009-1.15,Int64
20009-1.16,Int64
20009-1.17,Int64
20009-1.18,Int64
20009-1.19,Int64
20009-1.20,Int64
20009-1.21,Int64
20009-1.22,Int64
20009-1.23,Int64
20009-1.24,Int64
20009-1.25,Int64
20009-1.26,Int64
20009-1.27,Int64
20009-1.28,Int64
20009-1.29,Int64
20009-1.30,Int64
20009-1.31,Int64
20009-1.32,Int64
20009-1.33,Int64
20009-2.0,Float64
20009-2.1,Float64
20009-2.2,Float64
20009-2.3,Float64
20009-2.4,Float64
20009-2.5,Float64
20009-2.6,Float64
20009-2.7,Float64
20009-2.8,Float64
20009-2.9,Float64
20009-2.10,Float64
20009-2.11,Float64
20009-2.12,Float64
20009-2.13,Float64
20009-2.14,Float64
20009-2.15,Float64
20009-2.16,Float64
20009-2.17,Float64
20009-2.18,Float64
20009-2.19,Float64
20009-2.20,Float64
20009-2.21,Float64
20009-2.22,Float64
20009-2.23,Int64
20009-2.24,Int64
20009-2.25,Int64
20009-2.26,Int64
20009-2.27,Int64
20009-2.28,Int64
20009-2.29,Int64
20009-2.30,Int64
20009-2.31,Int64
20009-2.32,Int64
20009-2.33,Int64
20010-0.0,Float64
20010-0.1,Float64
20010-0.2,Float64
20010-0.3,Float64
20010-0.4,Float64
20010-0.5,Float64
20010-0.6,Float64
20010-0.7,Float64
20010-0.8,Float64
20010-0.9,Float64
20010-0.10,Float64
20010-0.11,Float64
20010-0.12,Float64
20010-0.13,Float64
20010-0.14,Float64
20010-0.15,Int64
20010-0.16,Int64
20010-0.17,Int64
20010-0.18,Int64
20010-0.19,Int64
20010-0.20,Int64
20010-0.21,Int64
20010-0.22,Int64
20010-0.23,Int64
20010-0.24,Int64
20010-0.25,Int64
20010-0.26,Int64
20010-0.27,Int64
20010-0.28,Int64
20010-0.29,Int64
20010-0.30,Int64
20010-0.31,Int64
20010-1.0,Float64
20010-1.1,Float64
20010-1.2,Float64
20010-1.3,Float64
20010-1.4,Float64
20010-1.5,Float64
20010-1.6,Float64
20010-1.7,Float64
20010-1.8,Int64
20010-1.9,Int64
20010-1.10,Int64
20010-1.11,Int64
20010-1.12,Int64
20010-1.13,Int64
20010-1.14,Int64
20010-1.15,Int64
20010-1.16,Int64
20010-1.17,Int64
20010-1.18,Int64
20010-1.19,Int64
20010-1.20,Int64
20010-1.21,Int64
20010-1.22,Int64
20010-1.23,Int64
20010-1.24,Int64
20010-1.25,Int64
20010-1.26,Int64
20010-1.27,Int64
20010-1.28,Int64
20010-1.29,Int64
20010-1.30,Int64
20010-1.31,Int64
20010-2.0,Float64
20010-2.1,Float64
20010-2.2,Float64
20010-2.3,Float64
20010-2.4,Float64
20010-2.5,Float64
20010-2.6,Float64
20010-2.7,Float64
20010-2.8,Float64
20010-2.9,Float64
20010-2.10,Float64
20010-2.11,Int64
20010-2.12,Int64
20010-2.13,Int64
20010-2.14,Int64
20010-2.15,Int64
20010-2.16,Int64
20010-2.17,Int64
20010-2.18,Int64
20010-2.19,Int64
20010-2.20,Int64
20010-2.21,Int64
20010-2.22,Int64
20010-2.23,Int64
20010-2.24,Int64
20010-2.25,Int64
